LOC_BLANK,BRANCH_COUNT,CALL_PAIRS,CYCLOMATIC_COMPLEXITY,CYCLOMATIC_DENSITY,DESIGN_COMPLEXITY,DESIGN_DENSITY,EDGE_COUNT,ESSENTIAL_COMPLEXITY,LOC_EXECUTABLE,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_LENGTH,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,MODIFIED_CONDITION_COUNT,NODE_COUNT,NORMALIZED_CYLOMATIC_COMPLEXITY,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,NUMBER_OF_LINES,PERCENT_COMMENTS,LOC_TOTAL,Defective
33,33,6,17,0.24,9,0.53,76,5,64,38.51,58.76,132943.06,395,7385.73,2262.53,16,61,0.13,142,253,29,24,128,31.18,70,0
9,3,3,2,0.12,2,1,8,1,17,52.81,9.13,4402.26,94,244.57,482.15,1,8,0.03,35,59,23,12,67,5.56,17,0
4,8,0,7,0.41,1,0.14,15,1,10,11.6,31.21,11297.51,77,627.64,361.93,0,10,0.3,23,54,7,19,23,41.18,17,0
21,13,8,7,0.21,5,0.71,30,1,26,34.86,26.4,24294.51,178,1349.7,920.25,6,25,0.1,66,112,20,16,67,40.91,33,1
5,1,1,1,0.09,1,1,2,1,11,23.74,8.44,1689.91,49,93.88,200.29,0,3,0.06,15,34,8,9,18,0,11,0
27,15,4,8,0.12,6,0.75,39,1,56,34.93,44.48,69108.13,290,3839.34,1553.69,7,33,0.07,139,151,25,16,112,29.11,66,1
11,5,2,3,0.11,2,0.67,18,1,24,22.15,19.96,8828.3,93,490.46,442.2,0,17,0.05,43,50,14,13,63,52,28,0
0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,2,0.17,0,0,0,0,6,0,0,0
1,5,0,3,0.3,1,0.33,12,1,10,19.9,8.8,1541.2,42,85.62,175.14,2,11,0.18,22,20,10,8,17,9.09,10,0
21,16,4,15,0.17,15,1,55,1,89,47.97,41.21,81451.08,336,4525.06,1976.57,0,42,0.13,129,207,36,23,113,1.11,90,0
4,3,1,2,0.17,1,0.5,6,1,11,21.93,8.25,1492.78,40,82.93,180.94,1,6,0.11,18,22,12,11,18,8.33,12,0
4,1,2,1,0.13,1,1,3,1,7,20.94,4,335.05,22,18.61,83.76,0,4,0.04,8,14,7,7,23,58.82,8,0
6,13,2,7,0.18,1,0.14,28,7,33,32.46,54.95,97999.22,360,5444.4,1783.51,6,23,0.13,174,186,19,12,52,21.43,39,0
14,25,6,14,0.19,7,0.5,48,5,62,42.12,28.24,33576.57,203,1865.36,1189.17,10,36,0.13,80,123,34,24,105,30.34,73,0
0,5,0,3,0.6,1,0.33,7,3,5,13.11,4.8,301.96,17,16.78,62.91,0,6,0.5,6,11,5,8,6,0,5,0
13,15,3,8,0.21,6,0.75,34,5,37,34.13,32.11,35212.66,206,1956.26,1096.32,7,28,0.14,71,135,21,19,58,13.95,38,0
1,5,2,3,0.3,2,0.67,10,3,10,14.55,10.11,1487.96,33,82.66,147.16,0,9,0.25,14,19,9,13,12,0,10,0
0,19,1,5,1,2,0.4,38,4,0,0,0,0,0,0,0,0,30,0.04,0,0,0,0,135,0,0,0
0,3,0,2,1,1,0.5,6,1,2,5,6,180,10,10,30,1,6,0.5,4,6,2,6,4,0,2,0
4,5,1,3,0.27,1,0.33,9,3,11,16.48,8.25,1121.45,32,62.3,135.93,0,8,0.14,12,20,8,11,21,26.67,11,0
40,33,1,17,0.31,11,0.65,49,17,46,29.38,28.9,24540.17,163,1363.34,849.14,16,34,0.14,68,95,20,17,118,40.26,54,0
1,3,1,2,0.5,1,0.5,6,1,4,16.07,4.5,325.53,19,18.08,72.34,1,6,0.18,5,14,5,9,11,0,4,0
0,1,0,1,1,1,1,1,1,0,0,0,0,2,0,2,0,2,1,0,2,0,2,1,0,0,0
1,9,1,5,0.5,4,0.8,21,1,10,14.25,17,4117.85,62,228.77,242.23,0,18,0.29,17,45,5,10,17,0,10,0
3,3,1,2,0.29,1,0.5,6,1,7,16.65,9.33,1450.57,42,80.59,155.42,1,6,0.17,16,26,6,7,12,0,7,0
0,1,0,1,1,1,1,1,1,0,0,0,0,2,0,2,0,2,1,0,2,0,2,1,0,0,0
0,17,0,9,1,1,0.11,31,9,0,0,0,0,0,0,0,0,24,0.47,0,0,0,0,19,0,0,0
3,5,1,3,0.33,2,0.67,8,3,7,22.4,7.33,1204.38,38,66.91,164.23,2,7,0.2,12,26,9,11,15,30,9,1
3,3,0,2,0.17,1,0.5,6,1,9,13.83,7,677.56,27,37.64,96.79,1,6,0.11,10,17,5,7,19,30.77,12,1
4,5,1,3,0.5,2,0.67,10,1,6,11.62,9.75,1104.67,29,61.37,113.3,0,9,0.25,13,16,6,9,12,0,6,0
2,13,3,7,0.39,4,0.57,30,7,18,31.61,18.67,11013.33,118,611.85,590,0,25,0.32,48,70,18,14,22,5.26,18,0
22,5,2,4,0.12,4,1,16,1,33,31.97,26.1,21778.37,159,1209.91,834.42,0,14,0.06,58,101,20,18,63,15.38,33,0
0,1,1,1,0.5,1,1,2,1,1,5.33,1.5,12,4,0.67,8,0,3,0.2,1,3,1,3,5,50,2,0
14,11,1,6,0.24,2,0.33,22,1,23,18.05,41.17,30592.16,150,1699.56,743.13,5,18,0.12,52,98,12,19,52,36.11,25,0
0,1,1,1,0.5,1,1,2,1,2,5.33,1.5,12,4,0.67,8,0,3,0.25,1,3,1,3,4,0,2,0
3,15,4,8,0.47,5,0.63,31,3,17,20.6,30.38,19007.4,123,1055.97,625.76,0,25,0.36,54,69,16,18,22,0,17,0
0,1,1,1,0.17,1,1,2,1,6,15.86,3.5,194.27,15,10.79,55.51,0,3,0.13,6,9,6,7,8,0,6,0
20,1,4,1,0.1,1,1,5,1,4,32.9,2.78,253.82,24,14.1,91.38,0,6,0.02,10,14,9,5,63,66.67,10,0
2,7,0,4,0.8,1,0.25,9,1,5,17.92,6.4,734.17,31,40.79,114.71,4,7,0.4,8,23,5,8,10,0,5,0
1,5,2,3,0.5,2,0.67,11,1,6,18.13,7.5,1020,34,56.67,136,0,10,0.23,9,25,6,10,13,0,6,0
0,72,10,53,1,43,0.81,249,1,0,0,0,0,0,0,0,0,198,0.3,0,0,0,0,174,0,0,0
0,3,5,2,1,2,1,10,1,0,0,0,0,0,0,0,0,10,0.1,0,0,0,0,20,0,0,0
23,1,8,1,0.07,1,1,9,1,5,52.7,4.42,1030.06,49,57.23,232.99,0,10,0.02,21,28,19,8,54,70.59,14,0
3,1,1,1,0.33,1,1,2,1,3,8.72,4,139.48,11,7.75,34.87,0,3,0.1,4,7,3,6,10,40,3,0
1,13,2,7,0.26,4,0.57,27,6,27,19.19,27.6,14618.65,105,812.15,529.66,0,22,0.23,46,59,15,18,31,6.9,27,0
10,5,0,3,0.14,1,0.33,11,1,22,25.02,18,8106.33,108,450.35,450.35,2,10,0.08,45,63,10,8,39,18.52,22,0
0,1,0,1,1,1,1,1,1,0,0,0,0,2,0,2,0,2,1,0,2,0,2,1,0,0,0
1,10,2,6,0.27,3,0.5,20,6,20,20.33,20.54,8574.62,79,476.37,417.55,3,16,0.23,23,56,14,25,26,9.09,22,0
0,1,1,1,0.33,1,1,2,1,2,9.05,2,36.19,7,2,18.09,0,3,0.17,2,5,2,4,6,33.33,3,0
6,1,1,1,0.13,1,1,2,1,8,25.94,8.64,1934.62,51,107.48,224.01,0,3,0.06,19,32,11,10,18,20,8,0
21,9,9,5,0.15,5,1,28,1,30,56.41,11.81,7874.42,127,437.47,666.49,4,25,0.07,58,69,27,11,69,34.78,33,1
12,13,4,7,0.35,4,0.57,22,7,18,33.18,11.25,4199.46,74,233.3,373.29,5,17,0.11,27,47,18,15,64,21.74,20,0
5,3,3,2,0.25,2,1,7,1,8,18.01,6.25,703.67,27,39.09,112.59,1,7,0.07,10,17,8,10,27,60,8,0
6,3,1,2,0.17,1,0.5,6,1,11,22.46,10.39,2424.6,54,134.7,233.38,1,6,0.1,17,37,9,11,21,15.38,12,1
0,5,2,3,1,3,1,10,3,0,0,0,0,0,0,0,0,9,0.43,0,0,0,0,7,0,0,0
3,9,4,5,0.5,4,0.8,21,1,10,22.9,11.69,3127.8,63,173.77,267.62,0,18,0.26,17,46,8,11,19,0,10,0
1,11,4,6,0.5,5,0.83,26,1,12,22.95,14.44,4783.7,78,265.76,331.34,0,22,0.32,21,57,8,11,19,0,12,0
1,5,0,3,0.5,1,0.33,10,1,6,6.27,12,903.41,21,50.19,75.28,0,9,0.33,8,13,3,9,9,0,6,0
1,11,2,6,0.33,2,0.33,21,6,18,19.44,20.64,8283.77,81,460.21,401.29,0,17,0.3,34,47,14,17,20,0,18,0
0,1,1,1,0.17,1,1,2,1,6,18.49,3.5,226.54,17,12.59,64.73,0,3,0.13,7,10,7,7,8,0,6,0
5,23,9,12,0.25,9,0.75,57,10,47,52.14,25.38,33598.94,225,1866.61,1323.59,0,47,0.21,99,126,39,20,58,9.62,48,0
6,3,2,2,0.15,2,1,9,1,10,16.6,14.06,3280.34,54,182.24,233.38,1,9,0.09,23,31,9,11,23,33.33,13,1
0,1,1,1,0.2,1,1,2,1,5,7.61,5,190.2,12,10.57,38.04,0,3,0.14,5,7,3,6,7,16.67,5,0
0,3,0,2,0.4,1,0.5,6,1,5,6.18,5,154.4,11,8.58,30.88,1,6,0.25,4,7,2,5,8,0,5,0
14,1,0,1,0.01,1,1,1,1,133,257.7,73.75,1401719.45,2867,77873.3,19006.37,0,2,0,1180,1687,88,11,224,36.06,195,1
3,5,1,3,0.3,1,0.33,10,1,10,17.36,24.54,10456.24,86,580.9,426.06,0,9,0.19,31,55,12,19,16,0,10,0
10,27,0,14,0.5,1,0.07,35,14,24,23.61,26.38,16434.72,131,913.04,622.89,13,23,0.25,49,82,13,14,56,31.43,28,0
1,3,1,2,0.5,1,0.5,6,1,4,16.65,4,266.43,18,14.8,66.61,0,6,0.18,5,13,5,8,11,0,4,0
1,19,3,10,0.77,5,0.5,35,6,13,19.75,20.46,8269.85,85,459.44,404.17,0,27,0.67,38,47,13,14,15,0,13,0
8,7,1,4,0.18,3,0.75,15,1,19,16.19,29.32,13918.64,101,773.26,474.74,3,13,0.11,43,58,11,15,37,29.63,22,0
5,3,1,2,0.11,1,0.5,7,1,18,27.2,10,2720.25,61,151.13,272.03,1,7,0.07,20,41,11,11,28,14.29,19,0
5,5,3,3,0.21,3,1,14,1,13,14.31,11.43,1868.55,40,103.81,163.5,2,13,0.14,16,24,7,10,22,13.33,14,0
2,3,0,2,0.29,1,0.5,5,1,7,11.63,7.2,603.09,22,33.5,83.76,0,5,0.2,8,14,5,9,10,0,7,0
0,1,0,1,0.1,1,1,1,1,10,20.25,7.2,1049.88,46,58.33,145.82,0,2,0.08,18,28,5,4,12,0,10,0
15,3,1,2,0.1,1,0.5,8,1,15,27.71,21.09,12331.3,118,685.07,584.6,1,8,0.04,45,73,16,15,57,62.5,20,0
12,4,3,3,0.16,3,1,12,1,18,30.21,9.6,2784.46,61,154.69,290.05,0,11,0.08,24,37,15,12,37,25,19,0
0,3,1,2,0.2,2,1,6,1,10,16.8,6.43,694.29,27,38.57,108,1,6,0.17,10,17,7,9,12,0,10,0
27,9,3,5,0.24,3,0.6,20,3,16,18.04,21.88,8633.09,83,479.62,394.66,4,17,0.08,35,48,12,15,66,57.89,21,0
8,5,3,3,0.14,3,1,13,1,20,30.43,15.17,6999.51,96,388.86,461.51,2,12,0.08,35,61,15,13,38,28.57,22,1
0,1,1,1,0.25,1,1,2,1,4,15.74,5.71,513.85,22,28.55,89.92,0,3,0.17,8,14,7,10,6,0,4,0
4,3,1,2,0.15,2,1,7,1,12,20.95,10.36,2250.27,48,125.01,217.13,1,7,0.1,19,29,11,12,21,14.29,13,0
54,15,5,8,0.07,3,0.38,54,1,105,108.11,36.96,147695.29,666,8205.29,3996,7,48,0.04,290,376,51,13,200,27.08,117,1
1,16,0,12,0.26,1,0.08,34,6,41,26.07,32.25,27117.88,158,1506.55,840.86,0,24,0.25,43,115,16,24,48,10.87,46,0
17,14,9,8,0.16,4,0.5,33,3,47,40.61,18.56,13994.09,131,777.45,753.89,5,27,0.09,54,77,32,22,87,30.88,49,0
0,3,0,2,0.33,1,0.5,7,1,6,11.82,9.1,978.69,30,54.37,107.55,1,7,0.25,13,17,5,7,8,0,6,0
7,1,2,1,0.17,1,1,5,1,6,29.7,3.33,329.97,26,18.33,98.99,0,6,0.04,12,14,9,5,25,62.5,6,0
6,9,3,5,0.19,3,0.6,21,1,25,28.01,16.89,7990.71,93,443.93,473.13,4,18,0.12,38,55,18,16,41,24.24,27,1
4,41,23,21,0.28,20,0.95,123,11,71,65.4,42.25,116749.16,430,6486.06,2763.29,0,104,0.25,195,235,60,26,83,8.97,75,0
18,15,4,8,0.17,7,0.88,37,3,44,34.95,36.96,47727.54,238,2651.53,1291.45,7,31,0.11,85,153,23,20,72,15.38,46,0
2,23,2,12,0.5,11,0.92,56,1,24,16.85,41.25,28663.33,170,1592.41,694.87,0,46,0.38,45,125,6,11,32,0,24,0
0,27,0,14,1,1,0.07,46,9,0,0,0,0,0,0,0,0,34,0.45,0,0,0,0,31,0,0,0
6,1,3,1,0.07,1,1,6,1,14,25.09,9.82,2418.71,57,134.37,246.35,0,7,0.04,24,33,11,9,23,0,14,0
24,22,9,17,0.24,12,0.71,48,4,67,42.41,34.11,49333.63,236,2740.76,1446.51,3,33,0.17,81,155,38,32,98,6.94,70,0
1,3,1,2,0.22,2,1,9,1,9,15.43,14.95,3448.99,51,191.61,230.7,0,9,0.17,23,28,10,13,12,0,9,0
1,1,0,1,0.25,1,1,1,1,4,10.57,3,95.1,10,5.28,31.7,0,2,0.14,3,7,3,6,7,0,4,0
34,39,3,20,0.27,5,0.25,70,18,63,24.73,129.11,412246.14,596,22902.56,3193.1,19,52,0.15,223,373,19,22,136,37,73,0
2,3,4,2,0.17,2,1,8,1,11,27.68,8.25,1884.3,52,104.68,228.4,1,8,0.13,15,37,10,11,16,8.33,12,1
20,13,13,9,0.17,9,1,35,1,52,46.54,22.39,23328.87,175,1296.05,1041.98,0,28,0.1,62,113,36,26,94,27.78,53,0
0,1,0,1,0.5,1,1,1,1,2,14.8,4,236.83,16,13.16,59.21,0,2,0.25,5,11,5,8,4,0,2,0
1,17,9,9,0.27,8,0.89,43,1,33,44.48,19.35,16663.77,155,925.76,860.96,7,36,0.26,75,80,31,16,35,0,33,0
1,73,6,37,0.55,18,0.49,143,18,67,42.08,67.88,193867.69,466,10770.43,2856.25,0,108,0.54,181,285,40,30,69,0,67,0
2,5,2,3,0.5,2,0.67,11,1,6,18.13,7.5,1020,34,56.67,136,0,10,0.21,9,25,6,10,14,0,6,0
7,3,2,2,0.15,1,0.5,8,1,13,22.09,9.55,2012.48,48,111.8,210.83,1,8,0.09,21,27,11,10,23,7.14,13,0
17,9,3,5,0.11,3,0.6,21,3,38,27.67,39.26,42651.03,207,2369.5,1086.32,4,18,0.07,97,110,21,17,74,30.91,47,1
12,3,4,2,0.17,1,0.5,11,1,12,29.79,8.94,2379.82,56,132.21,266.27,0,11,0.01,26,30,16,11,139,81.82,12,0
1,13,4,7,0.35,3,0.43,32,4,20,31.12,20.24,12744.97,120,708.05,629.75,0,27,0.32,50,70,21,17,22,0,20,0
0,1,0,1,0.14,1,1,1,1,7,12.99,6.13,487.35,23,27.07,79.57,0,2,0.13,7,16,4,7,8,0,7,0
0,9,1,5,1,5,1,14,5,0,0,0,0,0,0,0,0,11,0.36,0,0,0,0,14,0,0,0
7,85,7,43,0.31,27,0.63,232,18,136,102.58,58.57,351950.71,881,19552.82,6008.58,0,191,0.29,392,489,87,26,148,2.86,140,0
0,5,2,3,0.3,2,0.67,11,1,10,22.52,9.75,2141.25,50,118.96,219.62,0,10,0.25,12,38,8,13,12,0,10,0
2,1,3,1,0.07,1,1,10,1,14,41.04,6.42,1689.97,62,93.89,263.37,0,11,0.04,22,40,12,7,24,30,14,0
48,64,1,35,0.19,13,0.37,115,22,164,48.91,83.85,343824.52,645,19101.36,4100.62,28,82,0.15,249,396,49,33,241,14.14,180,0
16,8,12,5,0.1,5,1,25,1,46,51.13,18.63,17749.77,160,986.1,952.67,0,22,0.06,59,101,38,24,80,25.81,52,0
8,11,5,6,0.17,4,0.67,28,3,35,32.04,22.26,15883.78,135,882.43,713.53,5,24,0.12,64,71,23,16,50,12.5,35,0
30,8,5,6,0.14,6,1,23,1,38,31.98,28.95,26810.35,174,1489.46,926.02,1,19,0.05,64,110,21,19,114,54.22,42,0
13,17,6,9,0.35,2,0.22,33,1,12,27,19.97,10770.44,100,598.36,539.23,8,26,0.18,33,67,19,23,51,66.67,26,1
11,7,1,4,0.18,2,0.5,12,3,19,16.85,18.91,6024.01,67,334.67,318.58,3,10,0.1,26,41,11,16,42,32.14,22,1
23,11,5,8,0.18,5,0.63,24,1,44,33.34,24.87,20623.58,151,1145.75,829.27,2,18,0.1,52,99,23,22,77,15.38,45,0
15,13,2,7,0.1,4,0.57,30,5,27,35.15,40.38,57328.2,257,3184.9,1419.56,6,25,0.08,105,152,26,20,93,64.47,67,1
0,1,1,1,0.13,1,1,6,1,8,31.52,5.56,972.99,46,54.06,175.14,0,7,0.11,20,26,9,5,9,0,8,0
2,1,0,1,0.2,1,1,1,1,5,18.32,4.5,371.04,23,20.61,82.45,0,2,0.11,9,14,6,6,9,0,5,0
13,1,1,1,0.25,1,1,2,1,4,8.72,4,139.48,11,7.75,34.87,0,3,0.03,4,7,3,6,31,76.47,4,0
0,1,0,1,1,1,1,1,1,0,0,0,0,2,0,2,0,2,1,0,2,0,2,1,0,0,0
10,15,2,8,0.16,3,0.38,36,1,27,34.3,29.36,29575.64,188,1643.09,1007.22,7,30,0.12,68,120,22,19,67,50.91,50,1
18,12,1,8,0.15,5,0.63,24,1,35,18,124.37,278423.08,433,15467.95,2238.58,3,18,0.1,199,234,16,20,81,40.68,54,0
0,1,3,1,1,1,1,4,1,0,0,0,0,0,0,0,0,5,0.11,0,0,0,0,9,0,0,0
1,3,0,2,0.18,1,0.5,6,1,7,25.36,8.18,1697.34,48,94.3,207.45,1,6,0.11,20,28,11,9,18,36.36,11,0
3,3,1,2,0.33,1,0.5,6,1,6,13.31,6.75,606.54,23,33.7,89.86,1,6,0.18,9,14,6,9,11,0,6,0
13,8,2,6,0.15,2,0.33,17,1,38,27.09,32.81,29158.95,160,1619.94,888.73,0,13,0.1,53,107,21,26,59,13.64,40,0
0,1,1,1,0.07,1,1,2,1,14,9.51,36,12329.41,99,684.97,342.48,0,3,0.06,27,72,3,8,16,0,14,0
30,11,3,6,0.17,4,0.67,23,4,26,31.74,23.96,18214.54,141,1011.92,760.32,5,19,0.06,58,83,23,19,93,58.06,35,0
0,1,0,1,1,1,1,1,1,0,6.2,2.5,38.77,6,2.15,15.51,0,2,1,1,5,1,5,1,0,0,0
2,9,2,5,0.42,4,0.8,21,1,12,17.51,14.17,3513.33,62,195.19,248,0,18,0.31,17,45,6,10,16,0,12,0
26,31,10,16,0.17,11,0.69,71,4,89,52.69,67.41,239416.59,572,13300.92,3551.81,15,57,0.11,187,385,43,31,143,22.61,92,0
4,15,1,8,0.38,2,0.25,32,4,20,16.63,23.38,9084.42,80,504.69,388.64,0,26,0.3,33,47,12,17,27,9.09,21,0
0,1,1,1,0.2,1,1,2,1,5,13.32,3.5,163.12,13,9.06,46.6,0,3,0.14,5,8,5,7,7,0,5,0
13,71,16,36,0.41,24,0.67,150,15,83,78.92,36.03,102421.71,451,5690.1,2843.01,0,116,0.29,199,252,58,21,124,5.68,87,0
8,3,0,2,0.11,1,0.5,7,1,19,59.53,8.08,3883.41,93,215.74,480.8,1,7,0.06,42,51,26,10,32,13.64,19,1
22,12,3,7,0.13,6,0.86,26,1,52,28.14,26.11,19184.09,140,1065.78,734.71,4,21,0.07,47,93,18,20,99,21.21,54,0
3,4,3,3,0.15,3,1,9,1,20,27.92,10.27,2942.64,59,163.48,286.62,0,8,0.12,22,37,15,14,26,4.76,20,0
4,3,2,2,0.13,2,1,6,1,15,23.33,6,840,35,46.67,140,1,6,0.09,12,23,8,8,23,11.76,16,1
12,5,3,3,0.06,3,1,13,1,51,104.59,33.49,117276.02,545,6515.33,3502.31,2,12,0.04,253,292,68,18,83,22.73,53,1
0,1,0,1,0.5,1,1,1,1,2,5.33,1.5,12,4,0.67,8,0,2,0.25,1,3,1,3,4,0,2,0
10,13,1,7,0.19,2,0.29,22,1,33,13.97,46.44,30142.12,135,1674.56,648.99,6,17,0.13,44,91,9,19,55,23.26,36,1
4,13,1,7,0.26,4,0.57,25,7,18,18.44,22.5,9335.36,96,518.63,414.91,6,20,0.21,30,66,8,12,33,33.33,27,1
17,3,0,2,0.05,1,0.5,5,1,41,34.23,32.5,36155.52,229,2008.64,1112.48,1,5,0.03,80,149,16,13,65,10.87,42,0
0,1,0,1,0.5,1,1,1,1,2,9.06,3.5,110.95,10,6.16,31.7,0,2,0.25,2,8,2,7,4,0,2,0
0,1,1,1,0.33,1,1,3,1,3,11.63,2,46.53,9,2.58,23.26,0,4,0.2,4,5,3,3,5,0,3,0
0,6,1,5,0.26,5,1,12,1,19,25.77,10.18,2670.15,54,148.34,262.33,0,9,0.25,19,35,14,15,20,0,19,0
1,15,2,8,0.47,5,0.63,29,5,17,25.48,19.42,9611.44,95,533.97,494.9,0,23,0.4,41,54,19,18,20,5.56,17,0
0,5,1,3,0.19,2,0.67,11,1,16,20.38,15.68,5012.38,68,278.47,319.63,2,10,0.16,23,45,11,15,19,0,16,0
10,7,1,5,0.19,2,0.4,15,1,26,27.87,12.27,4193.22,69,232.96,341.84,1,12,0.12,23,46,15,16,41,10.34,27,1
3,5,1,3,0.25,2,0.67,9,1,11,15.97,11.05,1949.43,39,108.3,176.42,2,8,0.18,17,22,10,13,17,8.33,12,1
2,3,1,2,0.4,2,1,5,1,5,9.88,5.25,272.43,15,15.14,51.89,1,5,0.22,6,9,4,7,9,0,5,0
2,5,2,3,0.43,2,0.67,11,1,7,20.95,8.25,1426.24,40,79.24,172.88,0,10,0.2,11,29,8,12,15,0,7,0
1,7,3,4,0.44,3,0.75,16,1,9,27.11,10.2,2820.14,62,156.67,276.48,0,14,0.25,17,45,10,12,16,0,9,0
31,24,2,19,0.24,18,0.95,58,1,79,29.08,53.32,82676.06,267,4593.11,1550.56,4,41,0.16,86,181,25,31,122,10.23,80,0
18,5,1,3,0.08,1,0.33,12,1,32,30.51,27.07,22353.19,170,1241.84,825.86,2,11,0.04,58,112,15,14,75,39.62,36,0
19,5,1,3,0.21,2,0.67,9,3,12,16.35,23.86,9310.08,83,517.23,390.14,2,8,0.06,35,48,11,15,49,57.14,14,0
8,13,2,7,0.26,2,0.29,28,3,25,18.96,42.31,33933.25,159,1885.18,802.06,6,23,0.15,55,104,13,20,46,30.56,27,0
1,5,1,3,0.25,2,0.67,11,1,12,9.52,10.8,1110.22,27,61.68,102.8,2,10,0.2,12,15,5,9,15,0,12,0
0,1,1,1,0.5,1,1,2,1,2,11.65,4,186.42,13,10.36,46.6,0,3,0.25,4,9,4,8,4,0,2,0
5,7,4,4,0.29,4,1,23,1,14,36.67,15.67,9000.18,112,500.01,574.48,0,21,0.19,47,65,21,14,21,0,14,0
3,5,2,3,0.38,3,1,9,1,8,13.24,19.29,4925.8,55,273.66,255.41,2,8,0.23,15,40,7,18,13,0,8,0
0,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,2,0.25,0,1,0,1,4,50,1,0
3,3,1,2,0.29,2,1,7,1,7,9.04,6.13,339.02,16,18.83,55.35,1,7,0.15,7,9,4,7,13,12.5,7,0
8,5,3,3,0.12,2,0.67,12,3,24,18.24,30.58,17051.32,116,947.3,557.65,2,11,0.08,53,63,13,15,38,7.69,25,1
3,3,0,2,0.15,1,0.5,6,1,13,12.62,8.8,976.92,30,54.27,111.01,1,6,0.11,11,19,5,8,19,0,13,0
24,21,5,11,0.19,5,0.45,45,1,52,55.47,20.81,24023.97,209,1334.67,1154.42,10,36,0.11,71,138,29,17,104,33.33,59,0
4,1,1,1,0.33,1,1,2,1,2,11.62,3,104.61,11,5.81,34.87,0,3,0.09,3,8,3,6,11,60,3,1
15,15,2,8,0.32,3,0.38,24,5,23,18.33,33.85,21000.2,123,1166.68,620.46,7,18,0.15,44,79,13,20,54,37.84,25,0
1,7,0,4,0.36,1,0.25,14,1,11,17.43,12.28,2628.09,48,146.01,214.05,0,12,0.29,17,31,9,13,14,0,11,0
2,1,0,1,0.2,1,1,1,1,4,15.5,7.5,872.01,35,48.44,116.27,0,2,0.1,10,25,4,6,10,33.33,5,1
7,9,1,5,0.15,3,0.6,18,4,28,27.03,17.77,8533.56,101,474.09,480.24,4,15,0.11,33,68,13,14,46,22.22,34,1
1,1,0,1,0.05,1,1,1,1,20,20.26,91.87,171052.56,489,9502.92,1861.8,0,2,0.04,245,244,8,6,27,4.76,20,0
7,9,2,5,0.19,4,0.8,20,1,23,16.34,25.6,10709.48,89,594.97,418.34,4,17,0.13,32,57,10,16,39,23.33,26,0
0,1,0,1,0.5,1,1,1,1,2,10.57,3,95.1,10,5.28,31.7,0,2,0.25,3,7,3,6,4,0,2,0
6,17,2,9,0.33,2,0.22,36,5,24,20.73,30.36,19100.2,127,1061.12,629.18,0,29,0.26,50,77,14,17,34,11.11,27,0
1,7,3,4,0.4,3,0.75,16,1,10,21.62,13,3654.41,64,203.02,281.11,0,14,0.24,16,48,8,13,17,0,10,0
75,1,3,1,0.14,1,1,4,1,3,33.3,2,133.22,18,7.4,66.61,0,5,0,9,9,9,4,627,93.02,7,0
4,3,0,2,0.4,1,0.5,6,1,5,8.81,10.8,1027.99,25,57.11,95.18,1,6,0.12,12,13,5,9,17,54.55,5,0
14,1,9,1,0.08,1,1,10,1,10,45.63,4.38,873.48,47,48.53,199.65,0,11,0.03,15,32,12,7,38,54.55,13,1
4,11,2,6,0.18,2,0.33,27,3,22,18.18,29.14,15444.09,108,858,529.94,5,23,0.14,51,57,14,16,42,35.29,34,1
1,1,0,1,0.13,1,1,1,1,8,20.31,24,11696.19,128,649.79,487.34,0,2,0.07,64,64,8,6,15,11.11,8,0
10,5,4,3,0.12,3,1,17,1,22,30.3,16.5,8249.42,104,458.3,499.96,2,16,0.07,44,60,16,12,43,29.03,25,1
0,1,1,1,1,1,1,2,1,0,0,0,0,0,0,0,0,3,0.17,0,0,0,0,6,0,0,0
1,1,2,1,0.09,1,1,3,1,11,34.52,9.82,3329.48,73,184.97,339,0,4,0.07,25,48,14,11,14,0,11,0
2,1,1,1,0.5,1,1,2,1,2,9.83,2,39.3,7,2.18,19.65,0,3,0.17,3,4,3,4,6,0,2,0
29,24,20,22,0.29,22,1,49,1,74,60.7,21.77,28758.99,209,1597.72,1321.28,0,29,0.21,62,147,47,33,107,2.63,76,0
14,9,2,5,0.45,1,0.2,16,1,10,19.81,9.82,1909.77,43,106.1,194.51,4,13,0.1,18,25,11,12,51,72.22,11,0
1,5,2,3,0.38,2,0.67,11,1,8,18.13,7.5,1020,34,56.67,136,0,10,0.27,9,25,6,10,11,0,8,0
2,1,0,1,0.02,1,1,1,1,54,215.91,13.45,39084.89,486,2171.38,2904.96,0,2,0.02,185,301,55,8,60,3.57,54,0
3,19,8,10,0.29,6,0.6,53,1,35,58.13,14.41,12073.37,150,670.74,837.74,8,45,0.25,70,80,34,14,40,0,35,0
0,1,0,1,0.5,1,1,1,1,2,10.75,4,172.08,12,9.56,43.02,0,2,0.25,4,8,4,8,4,0,2,0
10,1,1,1,0.33,1,1,4,1,2,12.06,1.5,27.14,7,1.51,18.09,0,5,0.06,3,4,3,3,18,33.33,3,0
