numberOfNonTrivialBugsFoundUntil:,CvsEntropy,ck_oo_wmc,CvsLogEntropy,ck_oo_fanOut,ck_oo_numberOfLinesOfCode,ck_oo_numberOfMethods,ck_oo_dit,ck_oo_fanIn,ck_oo_lcom,ck_oo_rfc,ck_oo_cbo,WCHU_rfc,ck_oo_numberOfAttributes,numberOfHighPriorityBugsFoundUntil:,ck_oo_numberOfPrivateAttributes,WCHU_cbo,WCHU_numberOfMethodsInherited,numberOfBugsFoundUntil:,ck_oo_numberOfMethodsInherited,ck_oo_numberOfPublicMethods,class
3,1.49003,10,0.121386,7,39,4,3,1,6,20,8,0,3,0,2,1.01,1.1,3,43,4,1
2,6.31013,10,9.29392,12,61,6,2,2,15,44,14,3.15,0,4,0,4.05,1.01,8,13,5,1
6,11.2297,35,9.44554,14,230,13,3,2,78,74,16,3.03,5,12,0,6.06,4.09,19,38,6,1
21,8.88046,66,9.47878,23,415,27,1,21,351,167,43,7.49,11,24,11,9.42,3.06,35,14,17,1
9,6.87646,7,9.32549,8,100,7,1,2,21,31,10,3.1,4,9,4,1.01,2.02,17,15,7,1
0,0,1,0,0,3,1,1,0,0,2,0,0,12,0,1,0,0,1,0,1,1
2,0,1,0,0,3,1,1,0,0,2,0,0,116,1,1,0,0,7,0,1,0
5,12.8912,24,9.46898,7,100,10,1,15,45,62,22,1.02,3,12,3,3.03,2.02,14,9,10,1
0,4.46389,4,9.17814,0,12,5,1,6,10,6,6,0,2,3,2,1.01,2.02,3,9,5,1
0,0,4,0,1,36,1,1,0,0,8,1,0,0,0,0,0,2.02,1,9,1,1
1,0,4,0,1,33,1,1,0,0,11,1,0,0,0,0,0,2.02,1,9,1,1
1,0,3,0,2,85,1,1,0,0,11,2,0,2,0,0,0,2.02,1,9,1,1
2,0.903836,4,0.026954,3,53,2,1,0,1,14,3,0,0,0,0,0,2.02,2,9,2,1
1,0,3,0,1,38,1,1,0,0,10,1,0,0,0,0,0,2.02,1,9,1,1
1,0,3,0,1,32,1,1,0,0,9,1,0,0,0,0,0,2.02,1,9,1,1
1,0,3,0,1,25,1,1,0,0,8,1,0,0,0,0,0,2.02,1,9,1,1
1,0,4,0,1,14,4,2,2,6,9,3,0,14,2,1,0,0,3,14,2,0
8,15.0832,69,9.58115,21,385,38,1,24,703,168,44,8.33,41,19,25,9.14,0,25,0,34,0
8,18.2964,20,9.62294,9,55,6,1,0,15,26,9,3.03,0,15,0,1.01,2.02,19,9,6,1
3,5.59876,5,9.2653,0,15,7,1,0,21,8,0,0,3,5,0,2.02,1.01,5,9,7,1
1,7.353,2,9.27888,0,8,2,1,1,1,4,1,0,1,4,1,0,0,7,0,2,1
3,11.1484,34,9.42661,9,188,10,2,0,45,59,9,2.04,1,9,1,6.06,2.02,14,16,9,1
5,1.49003,16,0.121386,7,77,7,3,1,21,52,8,3.05,2,0,2,4.04,5.16,6,42,5,1
1,1.84703,10,9.09329,11,48,5,2,0,10,30,11,0,6,2,6,0,1.01,2,14,5,1
3,1.49003,6,0.121386,0,18,7,2,3,21,7,3,0,3,0,3,0,0,4,20,7,1
1,4.85769,4,9.2255,0,12,8,1,2,28,8,2,0,5,3,1,1.01,2.02,4,9,8,1
3,1.49003,57,0.121386,10,199,8,3,1,28,124,11,0,10,0,10,1.01,1.1,3,43,4,0
10,7.39043,29,9.35739,18,110,8,2,1,28,106,18,8.18,1,7,1,4.18,6.21,15,42,8,0
2,0,29,0,12,126,11,1,0,55,67,12,1.02,4,1,4,1.01,0,2,9,7,1
2,4.58293,3,9.17116,0,11,3,2,2,3,4,2,0,2,3,2,1.01,2.04,4,19,2,1
2,6.7028,8,9.24064,3,37,4,1,0,6,19,3,0,8,5,2,1.01,2.02,6,9,2,1
0,0,18,0,5,199,12,1,1,66,54,6,0,8,1,7,0,0,3,0,4,0
2,4.81344,24,9.22957,4,102,8,1,1,28,30,4,2.05,6,4,6,2.04,1.01,5,9,7,1
3,1.49003,10,0.121386,0,30,11,2,8,55,11,8,0,5,0,5,2.02,0,3,20,11,1
3,6.7028,21,9.24064,9,152,10,1,1,45,91,10,1.02,9,5,9,8.08,2.02,7,14,10,1
0,0,3,0,0,10,3,1,3,3,3,3,0,2,0,2,1.01,0,1,9,2,1
10,12.6528,35,9.53441,9,575,18,1,5,153,104,14,6.34,17,11,16,7.12,0,27,0,7,0
1,1.84703,3,9.09329,2,11,2,1,1,1,7,2,1.02,2,3,2,0,0,4,0,2,1
2,0,13,0,3,169,7,1,4,21,43,7,1.03,7,1,7,1.01,0,2,0,1,1
3,7.46584,39,0.192343,4,95,4,1,0,6,42,4,0,1,4,1,0,2.02,9,9,3,1
14,17.9092,20,9.65395,10,95,3,1,0,3,56,10,2.02,3,20,3,7.08,0,29,0,2,1
4,1.49003,3,0.121386,0,10,3,1,2,3,4,2,0,2,0,1,0,0,4,0,3,1
6,15.4902,16,9.54001,6,49,10,1,0,45,20,6,4.2,0,10,0,2.02,2.02,13,9,9,1
6,4.53504,2,9.20046,3,10,1,1,1,0,6,4,2.06,0,6,0,2.03,2.02,9,9,0,1
3,1.49003,3,0.121386,1,9,4,2,1,6,5,2,0,1,0,1,1.01,1.1,3,22,1,1
4,1.49003,6,0.121386,2,9,2,1,1,1,6,3,0,1,0,0,0,0,4,18,2,1
0,0,29,0,1,54,7,1,1,21,18,2,0,2,0,2,0,0,1,9,3,1
3,1.49003,3,0.121386,1,9,3,2,0,3,4,1,0,0,0,0,0,1.1,3,22,0,1
0,0,2,0,1,9,2,2,2,1,7,3,0,0,0,0,0,0,1,13,1,1
6,6.84276,9,9.30574,6,26,6,2,0,15,16,6,3.08,0,7,0,2.02,2.02,14,17,6,1
11,9.5246,38,9.38645,17,131,17,2,0,136,73,17,5.14,3,12,3,7.08,8.12,23,31,15,1
1,3.39209,4,9.15904,1,21,2,1,1,1,8,2,0,2,2,1,0,0,3,0,2,1
0,1.84703,10,9.09329,1,53,7,1,0,21,17,1,0,6,2,6,0,1.02,2,26,5,1
1,2.35602,6,0.06795,0,15,3,1,1,3,3,1,1.01,4,0,0,0,2.02,1,9,3,1
2,3.30169,68,9.15207,9,556,29,1,2,406,121,10,0,21,2,21,0,1.01,4,9,7,1
10,8.69116,77,9.4652,12,273,26,1,18,325,135,29,10.76,7,10,0,12.26,2.02,20,9,17,0
0,0,9,0,2,35,5,3,1,10,18,3,0,1,0,1,0,0,1,24,2,1
9,15.6556,17,9.51321,7,80,10,2,0,45,34,7,2.02,1,14,0,1.01,2.02,22,16,9,1
5,1.49003,98,0.121386,16,412,32,3,5,496,169,21,1.01,8,0,8,4.04,0,5,36,22,0
1,4.88878,7,9.22338,2,35,6,2,1,15,21,3,2.04,2,4,2,0,3.04,8,32,6,1
1,1.84703,20,9.09329,4,89,16,1,1,120,47,5,1.03,4,3,4,1.04,1.01,3,9,15,1
1,0,13,0,5,33,3,2,1,3,22,6,1.02,1,0,1,1.01,1.01,2,11,2,1
2,4.17741,3,9.19476,0,13,2,1,2,1,5,2,0,2,3,1,0,0,4,0,2,1
6,11.1126,5,9.37746,0,22,4,1,1,6,9,1,0,7,7,7,0,0,13,0,4,1
1,7.39257,6,9.30507,1,27,3,1,1,3,11,2,0,5,4,2,0,2.02,6,9,1,1
1,1.84703,1,9.09329,0,2,1,2,1,0,1,1,0,1,2,1,0,2.03,2,26,1,1
5,8.96649,9,0.238949,2,20,4,2,0,6,7,2,0,1,7,1,0,3.19,8,45,3,1
1,1.84703,5,9.09329,2,21,4,1,0,6,10,2,0,1,2,1,0,1.01,2,9,4,0
0,0,7,0,1,27,4,2,2,6,6,3,0,2,0,2,0,0,1,10,4,1
3,9.68552,23,9.38662,6,80,10,2,2,45,39,8,2.24,4,5,4,4.08,2.02,13,14,10,1
2,4.10346,1,9.18766,1,3,2,2,3,1,3,4,0,0,3,0,2.02,2.02,4,11,2,1
8,13.4176,13,9.5812,10,49,5,1,4,10,26,13,6.13,3,15,2,9.13,0,23,0,5,1
1,3.37801,0,9.16485,0,0,2,1,2,1,2,2,0,0,1,0,0,1.01,3,9,2,1
6,10.053,1,9.39003,0,3,1,2,0,0,1,0,3.06,0,7,0,6.07,0,12,5,1,0
4,8.09183,1,9.25697,0,3,1,2,0,0,2,0,0,0,4,0,1.01,2.02,6,17,0,1
3,4.83045,22,9.23327,0,87,23,1,9,253,23,9,1.02,0,4,0,7.09,2.03,7,31,23,1
4,1.49003,31,0.121386,4,101,23,2,5,253,60,9,0,6,0,6,1.02,0,4,29,21,1
2,9.01244,15,9.34723,3,80,3,2,1,3,19,4,1.01,0,8,0,4.04,2.02,10,17,1,1
10,14.7303,14,9.55562,17,86,5,1,2,10,44,19,5.17,16,14,0,9.15,2.02,22,9,4,1
2,0,1,0,0,3,1,1,0,0,2,0,0,25,0,1,0,0,3,0,1,1
0,0,1,0,0,3,1,3,0,0,1,0,0,0,0,0,0,1.1,1,28,1,1
4,5.94514,11,9.22122,1,38,6,3,0,15,10,1,0,3,5,3,1.02,2.08,7,52,6,1
1,4.78404,10,9.20375,4,18,3,1,1,3,7,5,0,0,2,0,0,3.11,4,18,3,1
6,8.3704,6,9.3281,9,47,2,1,0,1,30,9,2.23,0,9,0,2.05,0,13,0,2,1
23,14.6318,93,9.60095,30,457,30,2,6,435,255,36,12.07,23,22,3,12.31,10.46,44,36,21,1
3,3.05536,16,9.13982,5,91,6,2,1,15,36,6,0,3,2,3,1.01,2.06,5,14,2,0
0,0,16,0,0,51,6,1,1,15,16,1,0,2,0,2,0,0,1,9,3,1
3,4.01835,13,0.113005,3,87,9,2,2,36,39,5,0,2,0,2,4.06,2.02,4,63,2,1
2,6.7028,11,9.24064,3,48,6,1,1,15,24,4,1.02,7,4,0,0,2.02,6,14,6,1
4,1.49003,11,0.121386,5,46,9,2,2,36,22,6,1.02,5,0,3,0,1.1,4,22,1,0
1,3.32672,24,9.15394,4,73,15,1,16,105,35,20,0,5,2,4,0,1.05,3,51,8,1
3,7.66451,5,9.27709,2,14,4,2,1,6,11,2,0,2,3,2,0,2.04,7,30,4,1
1,6.79021,1,9.24751,2,3,1,1,0,0,3,2,0,0,2,0,0,2.02,3,9,1,1
3,8.35812,6,9.31973,2,24,3,1,0,3,8,2,1.04,1,6,0,4.08,0,10,0,1,1
14,7.40077,91,9.41813,10,299,53,1,18,1378,249,28,4.06,2,8,2,6.17,3.1,18,31,44,0
2,2.8654,6,0.077595,1,26,2,2,0,1,11,1,0,1,2,1,0,2.02,3,11,2,1
3,1.49003,19,0.121386,1,92,19,2,0,171,40,1,0,1,0,1,0,0,3,27,19,1
1,1.84703,21,9.09329,9,180,9,3,1,36,72,10,1.05,1,3,0,1.02,1.1,3,119,3,1
4,7.51529,6,9.27219,0,17,6,1,12,15,6,12,0,3,5,3,7.08,2.04,6,18,6,1
2,1.84703,8,9.09329,0,17,2,1,1,1,2,1,0,3,1,0,3.1,1.01,4,9,2,1
1,0,3,0,1,20,1,1,0,0,8,1,0,0,0,0,0,2.02,1,9,1,1
0,0,3,0,1,9,3,2,2,3,4,3,0,1,0,1,0,0,1,10,3,1
5,7.5628,36,9.35224,9,209,26,1,24,325,92,32,3.09,18,7,10,2.04,0,11,0,22,0
3,6.9025,5,9.27429,3,21,2,1,0,1,9,3,0,1,5,0,2.02,1.07,9,0,1,1
2,0,13,0,3,44,5,1,4,10,20,7,1.01,0,2,0,2.02,0,3,0,1,1
5,11.0576,7,9.47044,5,105,5,2,1,10,27,6,2.05,3,6,3,3.03,1.02,14,17,3,0
20,20.7736,31,9.71353,15,377,17,1,5,136,87,20,9.33,12,22,11,6.09,0,51,0,4,0
3,1.49003,3,0.121386,1,10,4,2,1,6,5,2,0,1,0,0,1.01,1.1,3,22,1,1
1,0,1,0,1,3,1,3,0,0,3,1,0,0,0,0,1.01,1.01,2,21,1,1
4,5.94514,18,9.22122,2,49,8,2,12,28,17,14,0,4,5,4,4.05,2.06,7,35,8,1
1,0,0,0,0,0,3,1,1,3,3,1,0,1,1,0,0,0,2,9,3,1
0,1.45219,3,0.040996,0,9,3,1,0,3,3,0,0,3,0,3,0,2.02,0,9,3,1
2,0,8,0,4,67,4,1,0,6,17,4,0,2,3,2,0,0,4,0,4,1
1,0,1,0,1,4,1,1,0,0,2,1,0,0,1,0,0,0,1,10,1,1
0,5.86159,8,9.23351,3,42,7,1,2,21,32,5,0,5,3,0,0,0,6,0,6,1
0,0,14,0,5,43,8,1,5,28,21,10,0,6,1,5,3.04,0,1,0,8,1
2,5.1944,6,9.20441,3,23,6,1,1,15,20,4,0,4,3,0,0,2.02,6,9,5,1
4,11.3459,1,9.36205,1,3,1,2,1,0,2,2,0,0,8,0,0,0,13,5,1,1
5,1.49003,3,0.121386,1,9,4,2,1,6,5,2,0,0,0,0,0,1.1,5,22,1,1
5,14.581,17,9.51789,15,189,9,2,0,36,62,15,1.01,7,10,6,7.09,0,14,12,1,1
13,17.7124,24,9.69434,4,79,6,2,2,15,22,6,7.15,1,13,1,3.03,4.04,19,11,5,1
5,9.06586,15,9.35729,0,47,7,1,1,21,12,1,1.02,1,8,1,2.02,0,12,0,7,1
0,3.26838,2,9.16383,0,6,6,1,0,15,6,0,0,0,2,0,1.01,1.01,3,9,6,1
2,2.91138,41,0.191921,11,154,19,1,1,171,78,12,2.03,4,2,3,1.01,1.01,3,14,17,1
6,2.38141,34,9.07779,10,141,17,1,7,136,70,16,2.4,32,0,9,2.1,1.09,7,18,14,1
5,2.38141,25,9.07779,8,103,8,1,1,28,47,9,1.01,6,0,5,1.01,0,6,0,3,0
1,1.47969,4,0.060647,0,10,2,1,0,1,3,0,0,0,2,0,0,1.02,2,18,2,1
9,20.7673,8,9.64803,8,40,8,2,4,28,33,12,0,2,8,2,1.01,1.01,15,8,6,1
1,3.26838,0,9.16383,0,0,2,1,1,1,2,1,0,4,3,0,0,1.01,3,9,2,1
12,8.36649,22,9.44688,16,132,12,1,1,66,63,16,3.32,6,12,6,1.06,0,20,0,9,0
0,1.84703,24,9.09329,5,79,11,1,1,55,43,6,0,5,1,5,2.02,1.01,2,9,11,1
1,0,24,0,11,241,14,2,4,91,71,15,0,8,1,8,1.01,0,1,19,2,0
1,0,19,0,8,140,14,1,0,91,59,8,0,18,1,2,3.03,2.02,1,9,14,1
3,5.63443,5,9.25922,14,50,4,1,2,6,27,16,2.15,1,6,1,2.03,1.01,9,9,3,1
4,3.33706,17,9.21468,12,75,8,3,1,28,42,12,0,5,0,4,1.01,1.1,4,43,7,1
3,2.38141,1,9.07779,2,5,1,1,0,0,5,2,0,0,0,0,0,0,3,0,1,1
0,0,1,0,0,3,1,1,0,0,2,0,0,2,0,1,0,0,1,0,1,1
4,5.94514,28,9.22122,5,65,10,1,0,45,27,5,0,5,5,5,1.02,2.04,7,18,10,1
3,6.07208,11,9.23201,2,43,9,2,2,36,23,4,0,5,4,5,5.05,2.04,6,19,8,1
4,11.6813,15,9.42324,5,41,6,1,2,15,19,7,2.11,1,8,1,3.04,0,10,0,1,1
5,12.7464,5,9.45845,0,19,4,2,1,6,8,1,2.24,1,7,1,3.06,2.04,15,6,4,1
0,0,5,0,1,19,2,1,1,1,9,2,0,1,0,1,0,0,1,9,2,1
2,3.37801,14,9.16485,12,76,10,1,8,45,50,20,0,3,3,3,1.03,1.01,3,12,8,1
0,1.84703,3,9.09329,0,11,3,1,2,3,5,2,0,2,1,1,1.01,0,3,0,3,1
4,1.49003,2,0.121386,0,6,2,1,3,1,3,3,0,1,0,0,0,0,4,0,2,1
10,5.59876,17,9.2653,19,106,5,2,3,10,71,22,4.23,2,11,2,3.05,1.01,14,13,2,1
2,3.95974,3,9.15318,2,9,2,1,1,1,5,3,0,0,3,0,0,3.09,3,9,2,1
1,0,5,0,3,27,5,1,2,10,11,5,0,2,1,2,0,0,1,0,4,1
3,1.49003,4,0.121386,1,16,2,3,3,1,7,4,1.01,0,0,0,0,1.1,4,43,1,1
1,0.891381,2,8.95641,10,32,1,1,0,0,25,10,0,1,0,1,0,0,1,9,1,1
2,0,1,0,0,3,1,1,0,0,2,0,0,51,1,1,0,0,3,0,1,0
12,17.2963,11,9.62421,6,50,6,1,8,15,24,14,4.11,5,11,2,12.14,0,20,0,6,1
3,7.69006,4,9.31589,0,13,4,1,0,6,6,0,0,2,5,1,0,0,6,0,4,1
2,4.58293,6,9.17116,0,23,5,1,4,10,7,4,0,4,3,4,1.01,2.04,4,18,4,1
2,1.84703,15,9.09329,4,64,5,2,2,10,27,6,2.03,1,3,1,2.03,1.01,6,4,1,1
11,11.6079,45,9.44018,12,159,14,1,4,91,80,16,7.57,2,12,1,7.1,4.06,22,10,11,0
0,1.84703,21,9.09329,5,116,13,1,5,78,48,10,0,2,1,1,2.02,1.01,2,9,11,1
1,0,7,0,1,20,7,1,8,21,19,9,0,1,0,0,0,0,2,9,6,1
1,3.4091,1,9.16273,0,3,1,3,0,0,1,0,0,0,3,0,0,2.02,3,29,1,1
0,0,53,0,12,214,16,2,1,120,91,13,0,2,0,1,0,0,2,23,11,1
0,0,3,0,3,15,2,1,1,1,9,3,0,2,1,2,3.03,1.01,1,9,2,1
3,5.79125,3,9.21768,0,12,3,1,5,3,4,5,0,2,4,2,3.03,2.04,5,18,2,1
1,4.66839,4,9.21193,2,18,4,1,0,6,8,2,1.01,3,3,2,1.01,0,4,0,4,1
2,1.49003,0,0.121386,0,0,3,1,1,3,3,1,0,0,0,0,0,0,2,9,3,1
1,5.87331,5,9.21823,0,16,5,1,2,10,5,2,0,3,4,3,1.01,2.04,4,18,5,1
2,1.49003,2,0.121386,2,12,3,2,0,3,7,2,0,0,0,0,0,0,2,12,2,1
1,0,5,0,1,17,6,1,3,15,8,4,0,1,1,1,0,2.02,1,9,6,1
3,5.59876,13,9.2653,3,47,4,1,3,6,15,6,0,63,6,6,2.02,1.01,10,9,3,1
1,4.10346,3,9.18766,9,50,3,2,4,3,22,13,1.01,1,5,1,1.01,1.02,6,6,3,1
4,8.34964,4,9.29796,0,38,4,1,0,6,11,0,0,0,7,0,0,2.02,12,9,4,1
41,29.4262,57,10.0552,26,253,15,1,29,105,132,53,16.99,1,47,0,24.87,2.02,88,9,11,1
3,9.76667,16,9.38507,4,69,12,1,12,66,29,15,3.05,10,14,6,3.05,0,15,0,11,0
3,1.49003,3,0.121386,1,12,4,2,1,6,6,2,0,0,0,0,1.01,1.1,3,22,1,1
3,5.46656,4,9.23163,2,13,2,1,0,1,8,2,0,0,3,0,1.01,0,7,0,2,1
2,6.92615,6,9.28946,0,16,5,1,2,10,6,2,0,2,6,0,4.04,2.02,8,9,5,1
3,4.15475,1,9.19857,2,3,1,2,0,0,4,2,1.03,0,4,0,1.02,0,5,2,0,1
0,1.45219,1,0.040996,0,3,1,1,0,0,1,0,0,0,0,0,0,2.02,0,10,1,1
3,5.49089,22,0.146863,3,104,9,1,0,36,39,3,0,8,0,5,0,0,3,1,4,1
2,0.903836,11,0.026954,9,54,8,2,0,28,27,9,1.03,0,0,0,2.03,2.02,3,63,2,1
1,5.49768,12,9.20808,1,50,3,1,1,3,27,2,0,1,2,1,0,0,4,0,3,1
3,1.49003,13,0.121386,7,62,4,3,1,6,32,8,0,4,0,2,1.01,1.1,3,43,4,1
0,0,3,0,1,9,4,2,1,6,5,2,0,0,0,0,0,0,1,22,1,1
0,0,27,0,5,105,7,1,1,21,28,6,0,4,1,4,1.01,1.02,1,26,5,1
2,11.0557,19,9.4164,5,114,12,1,7,66,44,12,6.37,9,7,5,6.16,0,13,0,11,1
4,5.59876,34,9.2653,11,346,24,2,1,276,84,12,1.02,11,5,6,3.04,1.1,8,95,8,1
4,5.94514,32,9.22122,2,70,12,1,2,66,28,4,0,6,5,6,1.02,2.04,7,18,12,1
2,3.39209,12,9.15904,3,35,3,2,0,3,13,3,0,7,2,1,0,0,4,8,2,1
2,10.453,12,9.41182,7,44,6,1,0,15,19,7,1.01,0,8,0,1.01,2.02,10,9,6,1
5,1.49003,13,0.121386,12,85,5,1,3,10,47,15,2.21,4,0,4,2.03,0,5,9,4,0
2,0.903836,16,0.026954,6,108,3,1,0,3,42,6,0,2,0,2,0,2.02,2,9,3,1
1,1.84703,5,9.09329,5,22,3,1,2,3,13,7,0,1,2,0,0,0,2,0,3,1
0,0,1,0,0,3,1,1,0,0,2,0,0,11,0,1,0,0,2,0,1,0
2,3.39209,16,9.15904,2,53,16,1,5,120,19,7,0,8,3,8,4.05,2.02,3,24,16,1
5,14.2343,73,9.54241,14,286,17,2,5,136,101,19,8.2,1,12,0,8.12,2.02,18,23,14,1
2,5.99636,10,9.22107,3,51,2,1,2,1,22,5,0,2,3,1,1.01,2.02,7,9,2,1
1,1.84703,11,9.09329,7,33,6,2,2,15,28,8,0,0,1,0,0,2.02,2,75,6,1
3,1.49003,10,0.121386,0,30,11,2,4,55,11,4,0,5,0,5,0,0,4,20,11,1
2,7.27101,5,9.2736,3,17,4,1,2,6,8,5,0,1,4,1,3.03,2.02,5,9,4,1
1,1.05195,21,0.024721,0,40,2,1,0,1,5,0,0,0,2,0,0,2.02,2,9,2,1
4,7.50839,8,9.29668,1,40,6,1,1,15,15,2,3.08,1,4,1,2.02,2.02,7,9,6,1
1,0,2,0,0,6,3,2,2,3,3,2,1.01,1,0,1,1.01,0,2,20,3,1
3,5.9125,1,9.20801,0,3,1,2,0,0,1,0,0,1,2,1,0,3.05,4,26,1,1
1,0,1,0,0,3,1,1,0,0,2,0,0,44,1,1,0,0,2,0,1,1
3,1.49003,2,0.121386,0,6,3,2,3,3,3,3,0,1,0,1,0,0,3,20,3,1
4,5.94514,49,9.22122,1,125,26,1,0,325,49,1,1.12,13,5,13,1.02,2.04,7,18,26,1
13,16.5524,103,9.70136,35,488,27,1,4,351,218,38,15.93,9,17,9,11.24,0,37,0,8,0
3,1.49003,3,0.121386,0,10,4,2,1,6,5,1,0,0,0,0,2.02,1.1,3,22,1,1
5,1.49003,17,0.121386,15,99,4,1,4,6,54,19,2.07,3,0,2,4.05,0,6,9,3,1
5,7.05552,14,0.22014,12,110,9,1,3,36,59,15,9.15,5,5,4,12.39,0,15,0,7,1
1,0,32,0,6,89,8,1,0,28,44,6,1.01,4,0,4,0,0,1,0,7,0
1,2.75087,1,9.12025,0,3,1,1,0,0,1,0,0,1,2,0,1.02,2.02,3,9,1,1
1,0,9,0,6,36,5,3,0,10,20,6,2.12,1,1,1,2.03,1.02,3,22,2,1
24,15.0013,100,0.36911,9,345,18,1,1,153,119,10,4.43,25,29,19,6.11,2.02,41,9,10,1
0,3.24474,2,9.14866,0,6,2,1,2,1,2,2,0,1,1,1,0,2.02,3,9,2,1
2,8.32124,5,9.29455,1,14,4,1,1,6,6,2,0,3,3,3,0,2.04,6,18,4,1
1,0,11,0,9,55,5,1,2,10,27,11,0,3,1,3,0,0,1,0,5,1
2,0,3,0,2,7,1,2,0,0,5,2,0,0,0,0,0,0,2,10,1,1
2,3.17351,2,9.13106,1,9,2,1,0,1,6,1,0,0,2,0,0,0,3,0,2,1
3,5.25012,13,9.20025,2,52,9,1,2,36,21,4,1.01,2,6,2,0,0,9,0,9,1
2,4.83045,20,9.23327,2,75,16,1,41,120,40,42,1.07,1,3,1,8.19,1.01,5,9,15,1
2,1.49003,2,0.121386,0,6,2,1,1,1,2,1,0,0,0,0,0,0,2,0,2,1
2,6.32077,10,9.28597,3,27,5,1,12,10,20,15,1.14,1,5,0,1.05,1.01,7,9,5,1
24,23.0976,26,9.77607,26,258,16,1,5,120,98,26,8.72,20,24,14,11.23,3.1,46,10,7,0
2,3.37801,4,9.16485,0,13,4,1,1,6,6,1,0,2,2,1,0,0,3,0,4,1
2,8.85888,7,9.33149,1,22,4,1,0,6,7,1,1.01,2,7,2,5.07,2.02,9,9,4,1
2,6.48875,80,0.164218,5,388,27,2,2,351,174,7,0,16,0,16,6.06,2.02,3,63,3,1
17,24.0633,23,9.81976,12,147,16,1,6,120,62,18,4.21,8,15,7,4.08,0,33,0,8,0
2,6.03561,12,9.21154,0,40,12,1,6,66,12,6,0,6,3,6,2.02,2.04,4,18,12,1
4,12.5682,56,9.47814,8,258,12,2,0,66,105,8,4.09,1,11,0,3.03,2.02,17,23,12,1
1,1.84703,9,9.09329,2,30,6,1,1,15,9,3,0,0,3,0,0,1.01,3,9,6,1
15,16.8766,33,9.62722,7,93,13,3,12,78,54,19,12.05,3,17,3,11.2,9.4,28,50,13,1
3,0,1,0,0,3,1,1,0,0,2,0,0,29,2,1,0,0,6,0,1,1
2,5.68119,30,0.144946,0,99,27,1,6,351,31,6,0,14,0,11,0,2.02,2,16,27,1
0,1.84703,22,9.09329,3,100,6,1,0,15,23,3,0,4,2,4,1.01,1.03,2,35,5,1
3,7.50652,4,9.34192,3,40,4,2,1,6,23,4,2.02,0,5,0,3.03,6.09,8,32,4,1
4,1.49003,23,0.121386,7,79,6,5,1,15,36,7,2.2,3,0,3,2.04,2.2,4,53,1,1
0,0,3,0,0,9,4,2,1,6,5,1,0,0,0,0,0,0,1,22,1,1
5,13.3451,13,9.45907,3,41,11,2,0,55,18,3,1.01,1,8,0,2.02,2.02,16,23,11,1
0,0,14,0,9,89,6,1,1,15,41,10,0,2,0,1,0,0,1,9,6,0
2,1.49003,2,0.121386,0,6,2,1,2,1,3,2,0,0,0,0,0,0,2,0,2,1
1,3.99908,10,9.16616,0,32,10,1,4,45,13,4,1.02,5,3,5,0,2.02,4,9,9,1
5,3.33706,4,9.21468,0,12,4,2,1,6,5,1,0,1,0,1,1.01,1.1,5,22,1,1
1,0,27,0,5,77,6,1,3,15,13,8,0,3,1,2,0,0,1,0,5,1
5,8.99655,20,9.46331,3,97,8,2,2,28,54,5,5.21,4,7,4,1.01,6.09,14,32,6,0
9,3.33706,14,9.21468,6,49,10,1,8,45,30,13,4.1,2,0,2,4.06,0,11,9,8,1
5,10.0645,9,9.33307,4,75,4,1,3,6,27,7,1.01,4,5,4,0,0,9,0,4,1
0,0,8,0,10,41,5,1,3,10,27,13,0,6,1,5,1.01,1.01,1,9,4,1
1,4.54213,4,9.17414,7,64,2,1,0,1,28,7,0,5,2,4,4.04,2.1,3,45,0,1
1,0,1,0,0,2,1,1,0,0,1,0,0,7,1,1,0,0,1,0,0,1
0,0,19,0,0,62,19,1,9,171,31,9,0,13,1,8,0,0,1,9,19,1
7,16.4549,7,9.58438,2,38,3,1,0,3,9,2,5.16,3,9,2,5.05,4.04,20,9,3,1
0,1.84703,13,9.09329,3,115,11,1,1,55,39,4,0,6,2,6,2.02,0,2,0,8,1
4,4.07843,5,9.18579,7,24,3,1,1,3,18,8,2.03,0,5,0,2.02,0,8,0,3,1
0,3.13741,12,9.14037,0,35,12,1,14,66,12,14,0,5,2,5,1.12,2.02,4,9,12,1
11,14.2579,25,9.50146,4,101,13,1,4,78,54,7,2.09,11,9,10,2.02,2.02,18,17,12,0
1,1.84703,5,9.09329,1,44,2,1,1,1,7,2,0,1,0,1,0,0,2,9,2,1
5,4.92306,13,9.2306,4,57,11,1,1,55,38,5,2.15,1,6,0,2.05,1.01,8,13,9,1
3,1.49003,13,0.121386,7,44,4,3,1,6,20,8,0,6,0,5,0,1.1,3,43,4,1
3,3.33706,3,9.21468,3,12,3,1,0,3,11,3,2.15,0,3,0,3.07,0,5,0,1,1
0,1.84703,0,9.09329,0,0,2,1,2,1,2,2,0,0,2,0,0,1.01,2,9,2,1
3,8.19288,7,9.32137,0,24,7,2,5,21,7,5,0,6,6,6,2.02,3.03,9,13,7,1
2,6.32077,26,9.28597,16,108,14,1,13,91,60,29,1.06,9,4,6,6.08,0,7,0,11,1
3,1.49003,4,0.121386,1,12,4,2,1,6,5,2,0,1,0,1,1.01,1.1,3,22,1,1
9,11.9502,2,9.40629,2,9,2,2,1,1,5,3,2.02,0,13,0,0,2.02,16,11,2,1
